no,raw,smooth
0,393.13342,340.3604
1,390.2942,334.49673
2,386.98114,328.29703
3,383.201,321.77658
4,378.9631,314.95166
5,374.27515,307.8393
6,369.15128,300.45752
7,363.60782,292.8249
8,357.65564,284.96014
9,351.30957,276.88287
10,344.5813,268.61325
11,337.49133,260.17236
12,330.06213,251.58136
13,322.308,242.86128
14,314.24835,234.03387
15,305.89804,225.12115
16,297.28287,216.14597
17,288.42984,207.13075
18,279.3559,198.09752
19,270.08368,189.06882
20,260.63058,180.06717
21,251.02582,171.11568
22,241.2994,162.23677
23,231.4698,153.45203
24,221.56158,144.78339
25,211.5934,136.25247
26,201.59622,127.881256
27,191.60115,119.690704
28,181.62706,111.70065
29,171.69888,103.93105
30,161.8354,96.40129
31,152.06738,89.13084
32,142.42511,82.137886
33,132.92667,75.43931
34,123.595795,69.05183
35,114.45029,62.99139
36,105.51876,57.273735
37,96.8288,51.913177
38,88.396576,46.922554
39,80.24317,42.31433
40,72.38425,38.100014
41,64.84453,34.290653
42,57.64717,30.895779
43,50.805435,27.923403
44,44.33644,25.380955
45,38.25273,23.274792
46,32.57361,21.610577
47,27.316345,20.392464
48,22.490509,19.623144
49,18.108109,19.30455
50,14.177887,19.43749
51,10.712448,20.02189
52,7.722168,21.056273
53,5.2122345,22.53784
54,3.1889496,24.462908
55,1.6565399,26.826681
56,0.6202698,29.623365
57,0.08287048,32.845932
58,0.044937134,36.486275
59,0.50653076,40.535313
60,1.4672546,44.982956
61,2.9245605,49.818035
62,4.873474,55.02842
63,7.30986,60.601192
64,10.227661,66.52245
65,13.621765,72.777435
66,17.48204,79.35029
67,21.796097,86.22453
68,26.555344,93.38325
69,31.74791,100.80857
70,37.364365,108.48198
71,43.38762,116.38394
72,49.79857,124.49465
73,56.584778,132.79422
74,63.729263,141.26193
75,71.21886,149.87668
76,79.03057,158.61644
77,87.13985,167.45932
78,95.53106,176.3837
79,104.183266,185.36734
80,113.080345,194.3878
81,122.19484,203.42198
82,131.49821,212.44722
83,140.97272,221.44156
84,150.5947,230.38254
85,160.34607,239.24786
86,170.19664,248.01474
87,180.11569,256.6612
88,190.08441,265.16626
89,200.07791,273.5087
90,210.0773,281.6677
91,220.05148,289.6222
92,229.96948,297.35226
93,239.8126,304.83923
94,249.55627,312.06442
95,259.18195,319.00977
96,268.6596,325.65732
97,277.9599,331.9904
98,287.06543,337.99377
99,295.95346,343.6525
100,304.60696,348.95242
101,312.99884,353.8797
102,321.10318,358.42203
103,328.90497,362.56857
104,336.38474,366.30896
105,343.528,369.6339
106,350.31232,372.53458
107,356.71686,375.00375
108,362.72983,377.03564
109,368.33627,378.62518
110,373.5252,379.7684
111,378.28012,380.46213
112,382.5866,380.7046
113,386.43692,380.49548
114,389.82147,379.83533
115,392.73346,378.72577
116,395.16333,377.16937
117,397.104,375.17007
118,398.55225,372.733
119,399.50452,369.8642
120,399.95844,366.57086
121,399.91223,362.86115
122,399.36646,358.7444
123,398.3226,354.23083
124,396.7833,349.33173
125,394.75098,344.05933
126,392.23154,338.42694
127,389.23322,332.44867
128,385.7622,326.13928
129,381.82706,319.5145
130,377.43484,312.59088
131,372.59882,305.386
132,367.3344,297.9179
133,361.65198,290.205
134,355.56567,282.26645
135,349.08667,274.1221
136,342.23477,265.7927
137,335.0316,257.29913
138,327.49103,248.6622
139,319.63202,239.90346
140,311.46902,231.04474
141,303.02722,222.10872
142,294.33313,213.11778
143,285.40332,204.09386
144,276.2602,195.05948
145,266.92078,186.03717
146,257.41397,177.05011
147,247.76947,168.1208
148,238.00565,159.27095
149,228.14688,150.52266
150,218.2117,141.89775
151,208.23097,133.41843
152,198.23576,125.10593
153,188.24496,116.98039
154,178.28352,109.0621
155,168.37032,101.370834
156,158.53622,93.926445
157,148.81174,86.74758
158,139.21515,79.85157
159,129.7704,73.255615
160,120.495514,66.9762
161,111.419495,61.029606
162,102.57036,55.430733
163,93.96464,50.193
164,85.623825,45.329483
165,77.56392,40.852337
166,69.81026,36.77327
167,62.386673,33.102497
168,55.3069,29.848701
169,48.588593,27.020014
170,42.244797,24.623505
171,36.29561,22.665585
172,30.759125,21.151138
173,25.645477,20.083584
174,20.967392,19.465595
175,16.73413,19.298729
176,12.95929,19.583685
177,9.65416,20.319729
178,6.8245697,21.504793
179,4.4775696,23.13593
180,2.6180573,25.20908
181,1.2522583,27.719193
182,0.38397217,30.659964
183,0.0143585205,34.023964
184,0.14437866,37.80281
185,0.77423096,41.98708
186,1.9024048,46.566284
187,3.5249329,51.528942
188,5.6383057,56.862724
189,8.237259,62.554325
190,11.3173065,68.589554
191,14.869293,74.95314
192,18.881775,81.62912
193,23.346725,88.60105
194,28.253006,95.85154
195,33.59175,103.36249
196,39.346725,111.11479
197,45.499664,119.08903
198,52.03859,127.265625
199,58.94716,135.62419
200,66.21265,144.14388
201,73.81278,152.8029
202,81.72363,161.57959
203,89.92996,170.45248
204,98.411285,179.39943
205,107.1518,188.39812
206,116.12456,197.42549
207,125.30145,206.45894
208,134.66498,215.47644
209,144.19171,224.4555
210,153.8638,233.3737
211,163.6513,242.20815
212,173.52368,250.93669
213,183.46219,259.53815
214,193.44202,267.99106
215,203.44434,276.2743
216,213.43803,284.36652
217,223.39206,292.24747
218,233.28764,299.89807
219,243.10007,307.29922
220,252.81071,314.4325
221,262.38925,321.27936
222,271.80603,327.82272
223,281.04346,334.0468
224,290.07837,339.9361
225,298.8936,345.47583
226,307.4614,350.65167
227,315.7555,355.4506
228,323.76035,359.86115
229,331.45605,363.87234
230,338.8277,367.47418
231,345.85214,370.65714
232,352.5078,373.41327
233,358.78244,375.73608
234,364.6604,377.61984
235,370.13022,379.05978
236,375.1745,380.05194
237,379.7779,380.59387
238,383.9322,380.68454
239,387.62698,380.3237
240,390.85486,379.51224
241,393.60535,378.25195
242,395.8703,376.54602
243,397.64594,374.39886
244,398.92783,371.81586
245,399.71307,368.8034
246,399.99872,365.369
247,399.78442,361.52124
248,399.07104,357.26978
249,397.8603,352.62518
250,396.15405,347.59906
251,393.95718,342.20404
252,391.27695,336.4537
253,388.11884,330.36224
254,384.4884,323.94485
255,380.39917,317.2178
256,375.85632,310.19766
257,370.87677,302.90225
258,365.47034,295.34955
259,359.64685,287.55835
260,353.42792,279.54852
261,346.82156,271.3397
262,339.85233,262.95282
263,332.5337,254.40843
264,324.87918,245.72784
265,316.91727,236.93326
266,308.65814,228.04616
267,300.1325,219.08928
268,291.35672,210.08449
269,282.34714,201.05424
270,273.13727,192.02171
271,263.7389,183.00888
272,254.18697,174.0389
273,244.49965,165.13354
274,234.69516,156.3151
275,224.80995,147.6062
276,214.85666,139.028
277,204.87233,130.6026
278,194.87581,122.35042
279,184.886,114.292046
280,174.94006,106.44827
281,165.05072,98.83807
282,155.25475,91.48112
283,145.57056,84.395164
284,136.01657,77.59791
285,126.62829,71.10695
286,117.417755,64.93791
287,108.41921,59.106815
288,99.64947,53.62766
289,91.1253,48.514126
290,82.87841,43.779552
291,74.91936,39.435234
292,67.277725,35.492554
293,59.96768,31.960869
294,53.00334,28.849
295,46.410583,26.165186
296,40.19786,23.915699
297,34.388275,22.10657
298,28.992432,20.741936
299,24.020905,19.825216
300,19.492203,19.35903
301,15.412094,19.344233
302,11.795761,19.781137
303,8.649612,20.668402
304,5.980011,22.003822
305,3.7969208,23.784246
306,2.1031036,26.005062
307,0.9048767,28.660837
308,0.20402527,31.744833
309,0.0023498535,35.249367
310,0.30059814,39.165703
311,1.0983887,43.48405
312,2.392746,48.19357
313,4.180771,53.28255
314,6.459564,58.738308
315,9.220612,64.54706
316,12.460403,70.69444
317,16.166885,77.164894
318,20.332642,83.94245
319,24.95018,91.01021
320,30.002365,98.35021
321,35.482727,105.94442
322,41.37088,113.7735
323,47.655334,121.81824
324,54.324554,130.05856
325,61.35376,138.47346
326,68.73395,147.04233
327,76.43767,155.74326
328,84.45008,164.555
329,92.75632,173.45555
330,101.32549,182.42213
331,110.146645,191.43288
332,119.18696,200.46469
333,128.42917,209.49554
334,137.85597,218.50293
335,147.43234,227.4637
336,157.146,236.35606
337,166.96082,245.15718
338,176.85818,253.84567
339,186.81944,262.39984
340,196.80759,270.79767
341,206.80978,279.0188
342,216.78888,287.04205
343,226.72603,294.84796
344,236.60242,302.41708
345,246.38132,309.72983
346,256.05017,316.7686
347,265.57312,323.51508
348,274.9322,329.9531
349,284.10962,336.06653
350,293.0713,341.83954
351,301.80566,347.25824
352,310.2803,352.30853
353,318.47943,356.97833
354,326.38733,361.256
355,333.97455,365.1303
356,341.23135,368.59207
357,348.1308,371.63217
358,354.66022,374.24344
359,360.80685,376.41934
360,366.54788,378.15405
361,371.87595,379.44363
362,376.77124,380.28452
363,381.22498,380.6749
364,385.2282,380.6138
365,388.7661,380.10107
366,391.83417,379.1383
367,394.42093,377.72766
368,396.522,375.8729
369,398.13293,373.57855
370,399.24774,370.85028
371,399.86505,367.695
372,399.98245,364.12054
373,399.60028,360.13593
374,398.71875,355.751
375,397.34116,350.9768
376,395.46924,345.82523
377,393.11005,340.30923
378,390.26837,334.44247
379,386.9492,328.23962
380,383.16486,321.71634
381,378.92017,314.88873
382,374.23096,307.77414
383,369.10648,300.39005
384,363.55603,292.7549
385,357.60022,284.88815
386,351.24667,276.80905
387,344.51904,268.5382
388,337.4304,260.0959
389,329.99374,251.50319
390,322.23676,242.78203
391,314.1694,233.95374
392,305.82166,225.04088
393,297.20953,216.06523
394,288.34906,207.04921
395,279.27325,198.0159
396,269.99362,188.98732
397,260.54477,179.98663
398,250.94466,171.03574
399,241.2113,162.15697
400,231.38087,153.37317
401,221.466,144.70564
402,211.50351,136.17671
403,201.5123,127.80707
404,191.5112,119.6176
405,181.53741,111.629425
406,171.6037,103.86188
407,161.74702,96.335014
408,151.9859,89.06701
409,142.3389,82.07602
410,132.84186,75.38015
411,123.506966,68.995514
412,114.36891,62.938683
413,105.44479,57.224216
414,96.75168,51.866375
415,88.32188,46.87912
416,80.16618,42.27437
417,72.314926,38.06417
418,64.782684,34.258533
419,57.58394,30.866962
420,50.745483,27.89841
421,44.276093,25.359848
422,38.1998,23.258043
423,32.52771,21.597849
424,27.270935,20.383419
425,22.449036,19.618141
426,18.068161,19.303598
427,14.144592,19.44087
428,10.685364,20.029346
429,7.697403,21.067566
430,5.1918335,22.553139
431,3.1718597,24.482172
432,1.6450043,26.849985
433,0.613678,29.650537
434,0.08030701,32.876858
435,0.04685974,36.52092
436,0.51338196,40.573597
437,1.4781494,45.024734
438,2.9388733,49.863243
439,4.8932495,55.07706
440,7.3339996,60.653038
441,10.258026,66.57738
442,13.654434,72.83508
443,17.516373,79.41071
444,21.83699,86.28786
445,26.60019,93.449066
446,31.799896,100.876724
447,37.41678,108.551926
448,43.439835,116.45583
449,49.858032,124.568726
450,56.647537,132.86992
451,63.799637,141.33908
452,71.287766,149.95459
453,79.09743,158.69534
454,87.21419,167.53955
455,95.60784,176.4646
456,104.26767,185.44868
457,113.161446,194.4688
458,122.27217,203.50294
459,131.58281,212.5286
460,141.05875,221.52258
461,150.68787,230.46301
462,160.43433,239.32692
463,170.27965,248.09277
464,180.20529,256.73868
465,190.17435,265.2424
466,200.17404,273.5833
467,210.16722,281.7399
468,220.135,289.6924
469,230.0585,297.42105
470,239.90083,304.90576
471,249.64941,312.12854
