no,raw,smooth
0,50.0,49.72168
1,50.0,49.690758
2,50.0,49.6564
3,51.0,49.61822
4,50.0,49.464695
5,50.0,49.405216
6,49.0,49.33913
7,49.0,49.376812
8,54.0,49.41868
9,49.0,48.90964
10,47.0,48.8996
11,48.0,49.11067
12,51.0,49.234077
13,48.0,49.03787
14,49.0,49.15319
15,49.0,49.17021
16,49.0,49.189125
17,49.0,49.21014
18,49.0,49.23349
19,49.0,49.259434
20,49.0,49.28826
21,50.0,49.32029
22,49.0,49.244766
23,49.0,49.27196
24,49.0,49.302177
25,49.0,49.335754
26,54.0,49.37306
27,44.0,48.858955
28,53.0,49.398838
29,47.0,48.99871
30,53.0,49.22079
31,49.0,48.80088
32,48.0,48.778755
33,44.0,48.865284
34,48.0,49.405872
35,49.0,49.562084
36,50.0,49.62454
37,49.0,49.58282
38,54.0,49.64758
39,49.0,49.163975
40,46.0,49.182194
41,48.0,49.535774
42,51.0,49.706417
43,49.0,49.562687
44,54.0,49.625206
45,46.0,49.13912
46,49.0,49.48791
47,49.0,49.54212
48,49.0,49.602356
49,50.0,49.669285
50,50.0,49.63254
51,50.0,49.63254
52,49.0,49.591713
53,49.0,49.65746
54,50.0,49.73051
55,50.0,49.70057
56,49.0,49.6673
57,50.0,49.741447
58,49.0,49.712723
59,50.0,49.791912
60,49.0,49.76879
61,54.0,49.854214
62,46.0,49.39357
63,50.0,49.770638
64,50.0,49.745155
65,49.0,49.716843
66,50.0,49.79649
67,50.0,49.77388
68,50.0,49.748756
69,51.0,49.72084
70,51.0,49.578716
71,47.0,49.4208
72,50.0,49.689777
73,50.0,49.655308
74,50.0,49.61701
75,52.0,49.574455
76,53.0,49.30495
77,48.0,48.89439
78,46.0,48.99377
79,45.0,49.326416
80,50.0,49.80713
81,50.0,49.7857
82,50.0,49.76189
83,49.0,49.735435
84,50.0,49.81715
85,49.0,49.796833
86,50.0,49.81715
87,49.0,49.796833
88,50.0,49.88537
89,50.0,49.872635
90,50.0,49.858486
91,50.0,49.842762
92,50.0,49.825294
93,50.0,49.805885
94,54.0,49.784317
95,49.0,49.315907
96,45.0,49.351006
97,50.0,49.834454
98,50.0,49.81606
99,50.0,49.795624
100,50.0,49.772915
101,51.0,49.747684
102,54.0,49.608543
103,48.0,49.120605
104,45.0,49.24512
105,50.0,49.716805
106,49.0,49.68534
107,50.0,49.76149
108,50.0,49.73499
109,50.0,49.705544
110,52.0,49.67283
111,51.0,49.414253
112,45.0,49.238064
113,50.0,49.70896
114,49.0,49.676624
115,50.0,49.751804
116,50.0,49.724228
117,50.0,49.69359
118,50.0,49.659542
119,49.0,49.621716
120,50.0,49.690796
121,50.0,49.65644
122,55.0,49.61827
123,51.0,49.0203
124,51.0,49.0203
125,49.0,48.80034
126,45.0,48.778152
127,48.0,49.19795
128,51.0,49.331055
129,44.0,49.14562
130,44.0,49.14562
131,50.0,49.717354
132,50.0,49.68595
133,50.0,49.65106
134,53.0,49.61229
135,49.0,49.235878
136,46.0,49.262085
137,50.0,49.624542
138,50.0,49.582825
139,50.0,49.536472
140,50.0,49.48497
141,49.0,49.427746
142,50.0,49.475273
143,50.0,49.416973
144,50.0,49.352192
145,47.0,49.280216
146,48.0,49.533573
147,50.0,49.70397
148,50.0,49.67108
149,50.0,49.634537
150,50.0,49.59393
151,50.0,49.548813
152,50.0,49.498684
153,50.0,49.442986
154,50.0,49.381096
155,50.0,49.31233
156,49.0,49.23592
157,49.0,49.262135
158,49.0,49.29126
159,50.0,49.32362
160,49.0,49.248466
161,51.0,49.276073
162,44.0,49.08453
163,49.0,49.64948
164,54.0,49.72164
165,49.0,49.24627
166,45.0,49.273632
167,51.0,49.74848
168,50.0,49.60943
169,54.0,49.566032
170,49.0,49.073368
171,49.0,49.08152
172,45.0,49.090576
173,48.0,49.545086
174,50.0,49.716763
175,50.0,49.685295
176,49.0,49.65033
177,51.0,49.722588
178,48.0,49.580654
179,50.0,49.756287
180,50.0,49.72921
181,50.0,49.699123
182,49.0,49.665695
183,50.0,49.739662
184,49.0,49.71074
185,50.0,49.78971
186,50.0,49.766346
187,50.0,49.740387
188,50.0,49.711544
189,50.0,49.679493
190,49.0,49.643883
191,50.0,49.715424
192,50.0,49.683804
193,49.0,49.648674
194,50.0,49.72075
195,50.0,49.689724
196,45.0,49.65525
197,50.0,50.1725
198,50.0,50.19167
199,50.0,50.212967
200,51.0,50.23663
201,51.0,50.151814
202,51.0,50.057575
203,50.0,49.952866
204,50.0,49.947628
205,50.0,49.94181
206,50.0,49.935345
207,51.0,49.92816
208,51.0,49.80907
209,50.0,49.67675
210,53.0,49.640835
211,46.0,49.267597
212,51.0,49.63067
213,51.0,49.478523
214,55.0,49.309475
215,50.0,48.677197
216,48.0,48.53022
217,45.0,48.589134
218,50.0,48.98793
219,49.0,48.87548
220,50.0,48.861645
221,50.0,48.73516
222,49.0,48.594624
223,49.0,48.549583
224,53.0,48.49954
225,47.0,47.99949
226,47.0,48.110542
227,44.0,48.233936
228,49.0,48.704372
229,50.0,48.671524
230,49.0,48.52392
231,49.0,48.47102
232,48.0,48.412243
233,48.0,48.45805
234,49.0,48.508945
235,49.0,48.454384
236,49.0,48.454384
237,49.0,48.39376
238,49.0,48.3264
239,49.0,48.251556
240,49.0,48.168396
241,49.0,48.075996
242,48.0,47.973328
243,49.0,47.970367
244,48.0,47.855965
245,48.0,47.839962
246,49.0,47.82218
247,48.0,47.69131
248,48.0,47.657013
249,47.0,47.618904
250,48.0,47.68767
251,48.0,47.65297
252,47.0,47.61441
253,48.0,47.68268
254,48.0,47.647423
255,50.0,47.60825
256,47.0,47.3425
257,46.0,47.380554
258,48.0,47.53395
259,52.0,47.48217
260,46.0,46.98019
261,46.0,47.089104
262,43.0,47.210117
263,48.0,47.67791
264,48.0,47.642124
265,47.0,47.602364
266,47.0,47.669292
267,48.0,47.74366
268,48.0,47.71518
269,48.0,47.683537
270,48.0,47.648376
271,48.0,47.60931
272,48.0,47.565903
273,49.0,47.51767
274,47.0,47.352966
275,48.0,47.392185
276,51.0,47.324654
277,43.0,46.916283
278,47.0,47.351425
279,48.0,47.390472
280,47.0,47.32275
281,47.0,47.358612
282,47.0,47.398457
283,48.0,47.44273
284,47.0,47.380814
285,50.0,47.423126
286,47.0,47.136806
287,45.0,47.152008
288,48.0,47.39112
289,50.0,47.32347
290,46.0,47.02608
291,46.0,47.14009
292,51.0,47.26677
293,41.0,46.85197
294,47.0,47.502193
295,48.0,47.557995
296,47.0,47.508884
297,47.0,47.565426
298,48.0,47.62825
299,47.0,47.58695
300,47.0,47.652164
301,47.0,47.72463
302,47.0,47.80514
303,49.0,47.8946
304,52.0,47.77178
305,49.0,47.301975
306,45.0,47.113304
307,43.0,47.348118
308,48.0,47.831245
309,48.0,47.812496
310,48.0,47.791664
311,49.0,47.768517
312,48.0,47.631683
313,48.0,47.59076
314,47.0,47.54529
315,50.0,47.60588
316,47.0,47.339867
317,46.0,47.37763
318,48.0,47.5307
319,48.0,47.478558
320,48.0,47.42062
321,50.0,47.356247
322,46.0,47.062496
323,47.0,47.180553
324,47.0,47.200615
325,47.0,47.222904
326,44.0,47.247673
327,47.0,47.608524
328,48.0,47.67614
329,47.0,47.640156
330,47.0,47.711285
331,48.0,47.790318
332,47.0,47.76702
333,47.0,47.852245
334,47.0,47.94694
335,47.0,48.05216
336,47.0,48.169067
337,53.0,48.298965
338,45.0,47.77663
339,48.0,48.085148
340,48.0,48.094612
341,51.0,48.105125
342,43.0,47.783474
343,49.0,48.314972
344,48.0,48.238857
345,49.0,48.2654
346,47.0,48.183777
347,48.0,48.315308
348,49.0,48.350346
349,51.0,48.27816
350,48.0,47.975735
351,45.0,47.97304
352,44.0,48.30338
353,53.0,48.781532
354,46.0,48.312817
355,48.0,48.5698
356,48.0,48.633114
357,53.0,48.70346
358,47.0,48.22607
359,47.0,48.3623
360,49.0,48.513668
361,49.0,48.459633
362,47.0,48.399593
363,48.0,48.555103
364,48.0,48.616783
365,49.0,48.685318
366,48.0,48.650352
367,48.0,48.72262
368,48.0,48.80291
369,54.0,48.892124
370,54.0,48.892124
371,44.0,48.32458
372,49.0,48.805088
373,48.0,48.783432
374,49.0,48.870483
375,48.0,48.856094
376,49.0,48.951218
377,53.0,48.945797
378,48.0,48.49533
379,44.0,48.55037
380,48.0,49.055965
381,50.0,49.173298
382,49.0,49.081444
383,49.0,49.090492
384,49.0,49.090492
385,48.0,49.100548
386,50.0,49.22283
387,54.0,49.136482
388,43.0,48.596092
389,49.0,49.217884
390,49.0,49.242092
391,50.0,49.26899
392,49.0,49.187767
393,48.0,49.20863
394,49.0,49.342926
395,54.0,49.381027
396,51.0,48.86781
397,49.0,48.6309
398,44.0,48.58989
399,48.0,49.099876
400,49.0,49.222088
401,49.0,49.246765
402,49.0,49.27418
403,53.0,49.304646
404,45.0,48.894054
405,49.0,49.32673
406,49.0,49.363033
407,50.0,49.40337
408,55.0,49.33708
409,45.0,48.707867
410,45.0,49.119854
411,49.0,49.577618
412,50.0,49.641796
413,50.0,49.601997
414,50.0,49.557777
415,49.0,49.508644
416,49.0,49.56516
417,49.0,49.627953
418,49.0,49.697723
419,53.0,49.77525
420,45.0,49.416946
421,50.0,49.90772
422,49.0,49.897465
423,50.0,49.997185
424,54.0,49.996872
425,48.0,49.55208
426,50.0,49.724533
427,50.0,49.693928
428,49.0,49.65992
429,49.0,49.733246
430,49.0,49.814716
431,50.0,49.90524
432,50.0,49.89471
433,50.0,49.883015
434,50.0,49.870018
435,54.0,49.855576
436,45.0,49.395084
437,50.0,49.883427
438,54.0,49.870476
439,50.0,49.41164
440,50.0,49.346268
441,48.0,49.273632
442,49.0,49.41515
443,45.0,49.461277
444,50.0,49.956974
445,50.0,49.952194
446,51.0,49.946884
447,49.0,49.829876
448,50.0,49.922085
449,50.0,49.91343
450,50.0,49.903812
451,53.0,49.893127
452,46.0,49.54792
453,50.0,49.942135
454,50.0,49.935707
455,49.0,49.928566
456,50.0,50.03174
457,51.0,50.035267
458,48.0,49.928078
459,50.0,50.14231
460,51.0,50.158127
461,50.0,50.06459
462,50.0,50.07177
463,50.0,50.079746
464,50.0,50.088608
465,50.0,50.098454
466,51.0,50.109394
467,54.0,50.01044
468,50.0,49.567158
469,51.0,49.519066
470,47.0,49.35452
471,48.0,49.61613
472,50.0,49.795704
473,54.0,49.773006
474,45.0,49.30334
475,50.0,49.78149
476,50.0,49.757214
477,49.0,49.73024
478,50.0,49.81138
479,50.0,49.79042
480,50.0,49.767136
481,50.0,49.741264
482,50.0,49.712517
483,51.0,49.680576
484,52.0,49.533978
485,53.0,49.259975
486,48.0,48.84442
487,47.0,48.938248
488,48.0,49.15361
489,51.0,49.28179
490,48.0,49.09088
491,49.0,49.212093
492,49.0,49.23566
493,49.0,49.261845
494,49.0,49.29094
495,49.0,49.29094
496,49.0,49.323265
497,50.0,49.359184
498,49.0,49.287983
499,50.0,49.31998
500,51.0,49.244423
501,48.0,49.049362
502,48.0,49.16596
503,50.0,49.295513
504,49.0,49.21724
505,50.0,49.24138
506,51.0,49.15709
507,49.0,48.952324
508,50.0,48.947025
509,50.0,48.83003
510,49.0,48.70003
511,50.0,48.666702
512,49.0,48.51856
513,49.0,48.465065
514,49.0,48.40563
515,49.0,48.33959
516,49.0,48.26621
517,48.0,48.184677
518,50.0,48.2052
519,49.0,48.00578
520,49.0,47.89531
521,50.0,47.772564
522,49.0,47.525074
523,51.0,47.36119
524,48.0,46.956882
525,49.0,46.840984
526,48.0,46.601093
527,49.0,46.44566
528,49.0,46.161842
529,49.0,45.84649
530,53.0,45.496098
531,47.0,44.66233
532,44.0,44.40259
533,40.0,44.447323
534,44.0,44.94147
535,47.0,45.046078
536,46.0,44.828976
537,46.0,44.698864
538,46.0,44.554295
539,50.0,44.39366
540,40.0,43.770737
541,45.0,44.18971
542,44.0,44.099678
543,43.0,44.110752
544,44.0,44.23417
545,44.0,44.26019
546,43.0,44.289097
547,44.0,44.43233
548,42.0,44.480366
549,42.0,44.755962
550,42.0,45.06218
551,42.0,45.402424
552,42.0,45.78047
553,42.0,46.200523
554,43.0,46.667248
555,44.0,47.074722
556,42.0,47.41636
557,42.0,48.018177
558,43.0,48.686863
559,43.0,49.31874
560,46.0,50.020824
561,42.0,50.467587
562,40.0,51.408432
563,43.0,52.676037
564,42.0,53.751156
565,43.0,55.05684
566,43.0,56.396492
567,44.0,57.884995
568,42.0,59.427773
569,43.0,61.364193
570,43.0,63.40466
571,43.0,65.671844
572,43.0,68.19094
573,43.0,70.98994
574,46.0,74.09993
575,47.0,77.222145
576,43.0,80.58017
577,43.0,84.755745
578,38.0,89.39527
579,45.0,95.10586
580,43.0,100.67318
581,44.0,107.08131
582,44.0,114.09034
583,43.0,121.87816
584,44.0,130.6424
585,43.0,140.26933
586,44.0,151.07704
587,44.0,162.9745
588,47.0,176.19391
589,47.0,190.5488
590,140.0,206.49867
591,255.0,213.88742
592,268.0,209.31937
593,265.0,202.7993
594,266.0,195.88812
595,242.0,188.09792
596,243.0,182.1088
597,237.0,175.34311
598,221.0,168.49236
599,217.0,162.65817
600,220.0,156.6202
601,221.0,149.578
602,224.0,141.64223
603,228.0,132.49136
604,227.0,121.8793
605,204.0,110.19923
606,200.0,99.77692
607,245.0,88.64102
608,207.0,71.26781
609,185.0,56.18646
610,44.0,41.873844
611,42.0,41.637604
612,43.0,41.597336
613,42.0,41.441486
614,41.0,41.37943
615,42.0,41.42159
616,41.0,41.357323
617,41.0,41.39703
618,42.0,41.441147
619,47.0,41.37905
620,36.0,40.7545
621,34.0,41.282784
622,35.0,42.09198
623,39.0,42.87998
624,40.0,43.311085
625,40.0,43.678986
626,41.0,44.08776
627,37.0,44.430847
628,39.0,45.256496
629,39.0,45.95166
630,40.0,46.724068
