no,raw,smooth
0,33.982456,211.58147
1,179.35634,231.3147
2,129.28143,237.08784
3,144.17998,249.06635
4,184.09457,260.7204
5,161.55681,269.23438
6,328.59512,281.19855
7,256.53928,275.93225
8,468.91562,278.08704
9,14.080018,256.88388
10,376.09018,283.8621
11,424.92255,273.61453
12,350.4529,256.80252
13,83.16898,246.39691
14,198.0581,264.53336
15,374.0222,271.9195
16,478.06674,260.57477
17,69.50745,236.409
18,172.0649,254.95361
19,203.9583,264.16348
20,221.05814,270.85294
21,351.67273,276.3857
22,437.2584,268.02048
23,409.85196,249.21628
24,7.2378516,231.36787
25,4.260808,256.2712
26,329.18643,284.27237
27,367.1665,279.28192
28,499.96216,269.51697
29,63.07316,243.91194
30,89.70126,264.00516
31,333.2123,283.37225
32,300.8411,277.83447
33,141.60526,275.2782
34,319.09305,290.13077
35,152.19022,286.91275
36,346.3047,301.88193
37,452.8472,296.94608
38,120.516,279.62375
39,422.4229,297.3024
40,425.12,283.40015
41,130.77107,267.6535
42,171.29507,282.86267
43,425.6429,295.25906
44,255.87686,280.77197
45,336.70206,283.53812
46,263.0226,277.631
47,344.6897,279.25418
48,451.94485,271.98358
49,329.10114,251.98788
50,114.60179,243.41975
51,227.75218,257.73288
52,363.41403,261.0641
53,440.36435,249.69186
54,247.63268,228.50604
55,244.06871,226.38086
56,16.485691,224.41554
57,452.4945,247.51886
58,150.77106,224.74379
59,22.170008,232.963
60,489.51584,256.38446
61,273.53656,230.48099
62,163.86298,225.69704
63,451.39774,232.5675
64,38.72451,208.25305
65,159.29141,227.08955
66,9.646357,234.6227
67,249.32271,259.6201
68,356.1901,260.76425
69,188.0197,250.16138
70,52.43069,257.066
71,270.28195,279.80328
72,147.3056,280.86124
73,209.7966,295.70074
74,492.1748,305.24567
75,426.6935,284.4758
76,416.98834,268.67383
77,354.2401,252.19446
78,217.46689,240.85606
79,367.927,243.45486
80,264.63162,229.62462
81,180.06343,225.73495
82,61.702938,230.80957
83,168.82547,249.59921
84,191.55014,258.57407
85,94.031456,266.02118
86,188.82558,285.13116
87,108.69506,295.8318
88,404.39865,316.62476
89,404.36185,306.8721
90,194.82722,296.03992
91,113.60156,307.28577
92,360.0943,328.80624
93,320.5108,325.3298
94,251.28186,325.86526
95,211.71573,334.15234
96,496.9237,347.7564
97,375.92953,331.18225
98,450.829,326.21033
99,339.50314,312.36383
100,160.99432,309.34836
101,258.25174,325.83215
102,491.10455,333.3411
103,391.71704,315.81183
104,493.6535,307.37793
105,250.15543,286.68063
106,463.35297,290.739
107,441.06866,271.5597
108,344.04675,252.72537
109,148.69478,242.57855
110,391.05524,253.01009
111,154.44711,237.67174
112,110.15245,246.91891
113,368.27176,262.1152
114,99.49225,250.32005
115,496.66763,267.0787
116,63.389717,241.56883
117,286.84982,261.36652
118,132.30627,258.53503
119,164.64049,272.56046
120,346.65472,284.55157
121,352.93082,277.6512
122,369.82187,269.2868
123,213.97475,258.11624
124,147.25116,263.02087
125,485.83228,275.8842
126,436.08746,252.55663
127,85.43986,232.1643
128,376.92355,248.46703
129,319.71814,234.19409
130,308.17667,224.69142
131,74.17482,215.41528
132,156.80367,231.10867
133,425.63916,239.36478
134,499.06232,218.66762
135,3.515005,187.51265
136,19.697607,207.95683
137,100.70571,228.87453
138,472.09756,243.11551
139,315.94656,217.67307
140,43.376266,206.7538
141,311.80853,224.90686
142,344.50104,215.25113
143,3.8292706,200.89003
144,302.41302,222.78568
145,87.57323,213.9382
146,443.87595,227.97876
147,104.66966,203.99017
148,32.120438,215.02579
149,348.22,235.34862
150,226.25885,222.80736
151,142.08478,222.42386
152,94.17653,231.35042
153,372.62747,246.59198
154,238.00256,232.58803
155,221.06836,231.9864
156,100.95036,233.19952
157,216.2812,247.89389
158,84.38489,251.4064
159,481.33517,269.96436
160,424.12338,246.47871
161,296.22443,226.74042
162,343.58298,219.01999
163,76.648865,205.17967
164,86.175766,219.46088
165,50.109653,234.27032
166,459.87817,254.73262
167,12.086511,231.93867
168,412.3307,256.3667
169,298.6507,239.03737
170,249.90973,232.41368
171,320.8086,230.46968
172,30.717432,220.43204
173,304.05637,241.51144
174,231.67325,234.56201
175,162.41408,234.883
176,223.36531,242.9351
177,123.44587,245.10953
178,219.88522,258.62772
179,246.38838,262.93246
180,397.1436,264.77072
181,425.0322,250.06264
182,41.380016,230.62158
183,226.20485,251.64842
184,107.33226,254.4755
185,427.44818,270.82474
186,289.36887,253.42213
187,126.70964,249.42805
188,195.98811,263.06345
189,367.58487,270.51627
190,320.61862,259.73087
191,393.5922,252.96556
192,419.94812,237.34038
193,220.5222,217.05063
194,480.77502,216.6649
195,27.782053,187.31934
196,429.9092,205.04572
197,224.53934,180.06088
198,431.98102,175.11884
